variant,EM_raw,EM_formulary,CER_raw,n
PyTorch FP32,0.5967130214917825,0.6396965865992414,0.21385041551246536,791
ONNX FP32,0.5967130214917825,0.6396965865992414,0.21385041551246536,791
ONNX INT8,0.5992414664981036,0.6396965865992414,0.2136657433056325,791
